"MovieID","MovieTitle","RecommendationID","RecommendationTitle"
328,"Tales from the Crypt Presents: Demon Knight (1995)",650,"Groundhog Day (1993)"
328,"Tales from the Crypt Presents: Demon Knight (1995)",1044,"Beetlejuice (1988)"
328,"Tales from the Crypt Presents: Demon Knight (1995)",1211,"Matrix, The (1999)"
328,"Tales from the Crypt Presents: Demon Knight (1995)",1286,"Sixth Sense, The (1999)"
328,"Tales from the Crypt Presents: Demon Knight (1995)",1317,"American Beauty (1999)"
328,"Tales from the Crypt Presents: Demon Knight (1995)",1356,"Fight Club (1999)"
328,"Tales from the Crypt Presents: Demon Knight (1995)",1403,"Sleepy Hollow (1999)"
328,"Tales from the Crypt Presents: Demon Knight (1995)",1754,"Shrek (2001)"
328,"Tales from the Crypt Presents: Demon Knight (1995)",1855,"Lord of the Rings: The Fellowship of the Ring, The (2001)"
328,"Tales from the Crypt Presents: Demon Knight (1995)",1901,"Spider-Man (2002)"
328,"Tales from the Crypt Presents: Demon Knight (1995)",2153,"Shaun of the Dead (2004)"
329,"Star Trek: Generations (1994)",1211,"Matrix, The (1999)"
330,"Tales from the Hood (1995)",1,"Toy Story (1995)"
330,"Tales from the Hood (1995)",2,"Jumanji (1995)"
330,"Tales from the Hood (1995)",18,"Ace Ventura: When Nature Calls (1995)"
330,"Tales from the Hood (1995)",77,"Braveheart (1995)"
330,"Tales from the Hood (1995)",90,"Apollo 13 (1995)"
330,"Tales from the Hood (1995)",92,"Batman Forever (1995)"
330,"Tales from the Hood (1995)",101,"Desperado (1995)"
330,"Tales from the Hood (1995)",108,"Judge Dredd (1995)"
330,"Tales from the Hood (1995)",140,"Dumb & Dumber (Dumb and Dumber) (1994)"
330,"Tales from the Hood (1995)",177,"Pulp Fiction (1994)"
330,"Tales from the Hood (1995)",205,"Ace Ventura: Pet Detective (1994)"
330,"Tales from the Hood (1995)",212,"Crow, The (1994)"
330,"Tales from the Hood (1995)",214,"Forrest Gump (1994)"
330,"Tales from the Hood (1995)",231,"Speed (1994)"
330,"Tales from the Hood (1995)",234,"True Lies (1994)"
330,"Tales from the Hood (1995)",257,"Cliffhanger (1993)"
330,"Tales from the Hood (1995)",262,"Demolition Man (1993)"
330,"Tales from the Hood (1995)",277,"Jurassic Park (1993)"
330,"Tales from the Hood (1995)",280,"Last Action Hero (1993)"
330,"Tales from the Hood (1995)",288,"Mrs. Doubtfire (1993)"
330,"Tales from the Hood (1995)",300,"Robin Hood: Men in Tights (1993)"
330,"Tales from the Hood (1995)",330,"Home Alone (1990)"
330,"Tales from the Hood (1995)",332,"Aladdin (1992)"
330,"Tales from the Hood (1995)",333,"Terminator 2: Judgment Day (1991)"
330,"Tales from the Hood (1995)",335,"Batman (1989)"
330,"Tales from the Hood (1995)",393,"Independence Day (a.k.a. ID4) (1996)"
330,"Tales from the Hood (1995)",397,"Cable Guy, The (1996)"
330,"Tales from the Hood (1995)",399,"Eraser (1996)"
330,"Tales from the Hood (1995)",400,"Nutty Professor, The (1996)"
330,"Tales from the Hood (1995)",454,"2001: A Space Odyssey (1968)"
330,"Tales from the Hood (1995)",563,"Monty Python and the Holy Grail (1975)"
330,"Tales from the Hood (1995)",625,"Terminator, The (1984)"
330,"Tales from the Hood (1995)",655,"Back to the Future (1985)"
330,"Tales from the Hood (1995)",723,"Batman Returns (1992)"
330,"Tales from the Hood (1995)",767,"Liar Liar (1997)"
330,"Tales from the Hood (1995)",774,"Austin Powers: International Man of Mystery (1997)"
330,"Tales from the Hood (1995)",776,"Fifth Element, The (1997)"
330,"Tales from the Hood (1995)",783,"Batman & Robin (1997)"
330,"Tales from the Hood (1995)",786,"Face/Off (1997)"
330,"Tales from the Hood (1995)",787,"Men in Black (a.k.a. MIB) (1997)"
330,"Tales from the Hood (1995)",794,"Spawn (1997)"
330,"Tales from the Hood (1995)",905,"There's Something About Mary (1998)"
330,"Tales from the Hood (1995)",953,"Back to the Future Part II (1989)"
330,"Tales from the Hood (1995)",954,"Back to the Future Part III (1990)"
330,"Tales from the Hood (1995)",971,"Honey, I Blew Up the Kid (1992)"
330,"Tales from the Hood (1995)",972,"Honey, I Shrunk the Kids (1989)"
330,"Tales from the Hood (1995)",1043,"Blade (1998)"
330,"Tales from the Hood (1995)",1044,"Beetlejuice (1988)"
330,"Tales from the Hood (1995)",1068,"Rush Hour (1998)"
330,"Tales from the Hood (1995)",1075,"Edward Scissorhands (1990)"
330,"Tales from the Hood (1995)",1154,"Karate Kid, The (1984)"
330,"Tales from the Hood (1995)",1155,"Karate Kid, Part II, The (1986)"
330,"Tales from the Hood (1995)",1211,"Matrix, The (1999)"
330,"Tales from the Hood (1995)",1244,"Austin Powers: The Spy Who Shagged Me (1999)"
330,"Tales from the Hood (1995)",1281,"Little Shop of Horrors (1986)"
330,"Tales from the Hood (1995)",1286,"Sixth Sense, The (1999)"
330,"Tales from the Hood (1995)",1330,"Three Kings (1999)"
330,"Tales from the Hood (1995)",1337,"Total Recall (1990)"
330,"Tales from the Hood (1995)",1355,"Home Alone 2: Lost in New York (1992)"
330,"Tales from the Hood (1995)",1356,"Fight Club (1999)"
330,"Tales from the Hood (1995)",1363,"RoboCop (1987)"
330,"Tales from the Hood (1995)",1384,"Spaceballs (1987)"
330,"Tales from the Hood (1995)",1517,"Teenage Mutant Ninja Turtles (1990)"
330,"Tales from the Hood (1995)",1518,"Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991)"
330,"Tales from the Hood (1995)",1569,"Gladiator (2000)"
330,"Tales from the Hood (1995)",1598,"Running Man, The (1987)"
330,"Tales from the Hood (1995)",1619,"Me, Myself & Irene (2000)"
330,"Tales from the Hood (1995)",1626,"Scary Movie (2000)"
330,"Tales from the Hood (1995)",1630,"X-Men (2000)"
330,"Tales from the Hood (1995)",1650,"Naked Gun: From the Files of Police Squad!, The (1988)"
330,"Tales from the Hood (1995)",1683,"Unbreakable (2000)"
330,"Tales from the Hood (1995)",1684,"Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)"
330,"Tales from the Hood (1995)",1754,"Shrek (2001)"
330,"Tales from the Hood (1995)",1769,"Lara Croft: Tomb Raider (2001)"
330,"Tales from the Hood (1995)",1771,"Fast and the Furious, The (2001)"
330,"Tales from the Hood (1995)",1776,"Scary Movie 2 (2001)"
330,"Tales from the Hood (1995)",1781,"Legally Blonde (2001)"
330,"Tales from the Hood (1995)",1793,"Bill & Ted's Excellent Adventure (1989)"
330,"Tales from the Hood (1995)",1809,"Rush Hour 2 (2001)"
330,"Tales from the Hood (1995)",1812,"American Pie 2 (2001)"
330,"Tales from the Hood (1995)",1839,"Shallow Hal (2001)"
330,"Tales from the Hood (1995)",1855,"Lord of the Rings: The Fellowship of the Ring, The (2001)"
330,"Tales from the Hood (1995)",1901,"Spider-Man (2002)"
330,"Tales from the Hood (1995)",1920,"Austin Powers in Goldmember (2002)"
330,"Tales from the Hood (1995)",1979,"Daredevil (2003)"
330,"Tales from the Hood (1995)",2045,"Kill Bill: Vol. 1 (2003)"
330,"Tales from the Hood (1995)",2103,"Kill Bill: Vol. 2 (2004)"
330,"Tales from the Hood (1995)",2210,"Batman Begins (2005)"
332,"Village of the Damned (1995)",277,"Jurassic Park (1993)"
332,"Village of the Damned (1995)",655,"Back to the Future (1985)"
332,"Village of the Damned (1995)",787,"Men in Black (a.k.a. MIB) (1997)"
332,"Village of the Damned (1995)",953,"Back to the Future Part II (1989)"
332,"Village of the Damned (1995)",1075,"Edward Scissorhands (1990)"
332,"Village of the Damned (1995)",1211,"Matrix, The (1999)"
332,"Village of the Damned (1995)",1356,"Fight Club (1999)"
332,"Village of the Damned (1995)",1754,"Shrek (2001)"
332,"Village of the Damned (1995)",1901,"Spider-Man (2002)"
332,"Village of the Damned (1995)",1960,"Lord of the Rings: The Two Towers, The (2002)"
332,"Village of the Damned (1995)",2076,"Lord of the Rings: The Return of the King, The (2003)"
333,"Tommy Boy (1995)",655,"Back to the Future (1985)"
334,"Vanya on 42nd Street (1994)",158,"Star Wars: Episode IV - A New Hope (1977)"
334,"Vanya on 42nd Street (1994)",177,"Pulp Fiction (1994)"
334,"Vanya on 42nd Street (1994)",336,"Silence of the Lambs, The (1991)"
334,"Vanya on 42nd Street (1994)",344,"Fargo (1996)"
334,"Vanya on 42nd Street (1994)",587,"Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)"
334,"Vanya on 42nd Street (1994)",589,"Aliens (1986)"
334,"Vanya on 42nd Street (1994)",598,"Star Wars: Episode VI - Return of the Jedi (1983)"
334,"Vanya on 42nd Street (1994)",787,"Men in Black (a.k.a. MIB) (1997)"
334,"Vanya on 42nd Street (1994)",1294,"Airplane! (1980)"
334,"Vanya on 42nd Street (1994)",1738,"Memento (2000)"
334,"Vanya on 42nd Street (1994)",1908,"Bourne Identity, The (2002)"
334,"Vanya on 42nd Street (1994)",2031,"Lost in Translation (2003)"
334,"Vanya on 42nd Street (1994)",2097,"Eternal Sunshine of the Spotless Mind (2004)"
334,"Vanya on 42nd Street (1994)",2143,"Bourne Supremacy, The (2004)"
334,"Vanya on 42nd Street (1994)",2210,"Batman Begins (2005)"
337,"What's Eating Gilbert Grape (1993)",1211,"Matrix, The (1999)"
338,"Virtuosity (1995)",214,"Forrest Gump (1994)"
338,"Virtuosity (1995)",655,"Back to the Future (1985)"
338,"Virtuosity (1995)",1211,"Matrix, The (1999)"
339,"While You Were Sleeping (1995)",214,"Forrest Gump (1994)"
340,"War, The (1994)",1,"Toy Story (1995)"
340,"War, The (1994)",2,"Jumanji (1995)"
340,"War, The (1994)",3,"Grumpier Old Men (1995)"
340,"War, The (1994)",18,"Ace Ventura: When Nature Calls (1995)"
340,"War, The (1994)",20,"Get Shorty (1995)"
340,"War, The (1994)",31,"Babe (1995)"
340,"War, The (1994)",34,"Clueless (1995)"
340,"War, The (1994)",41,"Seven (a.k.a. Se7en) (1995)"
340,"War, The (1994)",42,"Pocahontas (1995)"
340,"War, The (1994)",49,"Mr. Holland's Opus (1995)"
340,"War, The (1994)",69,"Broken Arrow (1996)"
340,"War, The (1994)",77,"Braveheart (1995)"
340,"War, The (1994)",78,"Taxi Driver (1976)"
340,"War, The (1994)",86,"Birdcage, The (1996)"
340,"War, The (1994)",90,"Apollo 13 (1995)"
340,"War, The (1994)",92,"Batman Forever (1995)"
340,"War, The (1994)",105,"Free Willy 2: The Adventure Home (1995)"
340,"War, The (1994)",113,"Mallrats (1995)"
340,"War, The (1994)",116,"Nine Months (1995)"
340,"War, The (1994)",124,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)"
340,"War, The (1994)",130,"Before Sunrise (1995)"
340,"War, The (1994)",134,"Clerks (1994)"
340,"War, The (1994)",140,"Dumb & Dumber (Dumb and Dumber) (1994)"
340,"War, The (1994)",153,"Interview with the Vampire: The Vampire Chronicles (1994)"
340,"War, The (1994)",154,"Junior (1994)"
340,"War, The (1994)",158,"Star Wars: Episode IV - A New Hope (1977)"
340,"War, The (1994)",172,"Natural Born Killers (1994)"
340,"War, The (1994)",177,"Pulp Fiction (1994)"
340,"War, The (1994)",190,"Shawshank Redemption, The (1994)"
340,"War, The (1994)",198,"Tommy Boy (1995)"
340,"War, The (1994)",202,"While You Were Sleeping (1995)"
340,"War, The (1994)",205,"Ace Ventura: Pet Detective (1994)"
340,"War, The (1994)",212,"Crow, The (1994)"
340,"War, The (1994)",214,"Forrest Gump (1994)"
340,"War, The (1994)",215,"Four Weddings and a Funeral (1994)"
340,"War, The (1994)",220,"Lion King, The (1994)"
340,"War, The (1994)",223,"Mask, The (1994)"
340,"War, The (1994)",225,"Naked Gun 33 1/3: The Final Insult (1994)"
340,"War, The (1994)",230,"River Wild, The (1994)"
340,"War, The (1994)",231,"Speed (1994)"
340,"War, The (1994)",241,"Addams Family Values (1993)"
340,"War, The (1994)",268,"Free Willy (1993)"
340,"War, The (1994)",269,"Fugitive, The (1993)"
340,"War, The (1994)",271,"Hot Shots! Part Deux (1993)"
340,"War, The (1994)",277,"Jurassic Park (1993)"
340,"War, The (1994)",288,"Mrs. Doubtfire (1993)"
340,"War, The (1994)",303,"Schindler's List (1993)"
340,"War, The (1994)",312,"Sleepless in Seattle (1993)"
340,"War, The (1994)",321,"Nightmare Before Christmas, The (1993)"
340,"War, The (1994)",325,"Welcome to the Dollhouse (1995)"
340,"War, The (1994)",330,"Home Alone (1990)"
340,"War, The (1994)",331,"Ghost (1990)"
340,"War, The (1994)",332,"Aladdin (1992)"
340,"War, The (1994)",334,"Dances with Wolves (1990)"
340,"War, The (1994)",335,"Batman (1989)"
340,"War, The (1994)",336,"Silence of the Lambs, The (1991)"
340,"War, The (1994)",337,"Snow White and the Seven Dwarfs (1937)"
340,"War, The (1994)",338,"Beauty and the Beast (1991)"
340,"War, The (1994)",339,"Pinocchio (1940)"
340,"War, The (1994)",340,"Pretty Woman (1990)"
340,"War, The (1994)",344,"Fargo (1996)"
340,"War, The (1994)",357,"Mission: Impossible (1996)"
340,"War, The (1994)",376,"Craft, The (1996)"
340,"War, The (1994)",379,"Rock, The (1996)"
340,"War, The (1994)",387,"Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)"
340,"War, The (1994)",393,"Independence Day (a.k.a. ID4) (1996)"
340,"War, The (1994)",396,"Hunchback of Notre Dame, The (1996)"
340,"War, The (1994)",397,"Cable Guy, The (1996)"
340,"War, The (1994)",400,"Nutty Professor, The (1996)"
340,"War, The (1994)",423,"Godfather, The (1972)"
340,"War, The (1994)",436,"Rear Window (1954)"
340,"War, The (1994)",439,"North by Northwest (1959)"
340,"War, The (1994)",447,"Roman Holiday (1953)"
340,"War, The (1994)",449,"Wizard of Oz, The (1939)"
340,"War, The (1994)",453,"Citizen Kane (1941)"
340,"War, The (1994)",454,"2001: A Space Odyssey (1968)"
340,"War, The (1994)",469,"East of Eden (1955)"
340,"War, The (1994)",473,"It's a Wonderful Life (1946)"
340,"War, The (1994)",502,"Cinderella (1950)"
340,"War, The (1994)",507,"Dumbo (1941)"
340,"War, The (1994)",513,"Sound of Music, The (1965)"
340,"War, The (1994)",517,"That Thing You Do! (1996)"
340,"War, The (1994)",522,"William Shakespeare's Romeo + Juliet (1996)"
340,"War, The (1994)",526,"Willy Wonka & the Chocolate Factory (1971)"
340,"War, The (1994)",536,"Dirty Dancing (1987)"
340,"War, The (1994)",545,"E.T. the Extra-Terrestrial (1982)"
340,"War, The (1994)",548,"Top Gun (1986)"
340,"War, The (1994)",556,"Abyss, The (1989)"
340,"War, The (1994)",563,"Monty Python and the Holy Grail (1975)"
340,"War, The (1994)",583,"One Flew Over the Cuckoo's Nest (1975)"
340,"War, The (1994)",585,"Star Wars: Episode V - The Empire Strikes Back (1980)"
340,"War, The (1994)",586,"Princess Bride, The (1987)"
340,"War, The (1994)",587,"Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)"
340,"War, The (1994)",592,"12 Angry Men (1957)"
340,"War, The (1994)",594,"Clockwork Orange, A (1971)"
340,"War, The (1994)",595,"To Kill a Mockingbird (1962)"
340,"War, The (1994)",601,"Goodfellas (1990)"
340,"War, The (1994)",607,"Psycho (1960)"
340,"War, The (1994)",610,"Full Metal Jacket (1987)"
340,"War, The (1994)",617,"Annie Hall (1977)"
340,"War, The (1994)",621,"Sting, The (1973)"
340,"War, The (1994)",622,"Harold and Maude (1971)"
340,"War, The (1994)",629,"Manhattan (1979)"
340,"War, The (1994)",631,"Dead Poets Society (1989)"
340,"War, The (1994)",632,"Graduate, The (1967)"
340,"War, The (1994)",642,"Better Off Dead... (1985)"
340,"War, The (1994)",643,"Shining, The (1980)"
340,"War, The (1994)",644,"Stand by Me (1986)"
340,"War, The (1994)",650,"Groundhog Day (1993)"
340,"War, The (1994)",655,"Back to the Future (1985)"
340,"War, The (1994)",656,"Fried Green Tomatoes (1991)"
340,"War, The (1994)",676,"Indiana Jones and the Last Crusade (1989)"
340,"War, The (1994)",690,"When Harry Met Sally... (1989)"
340,"War, The (1994)",694,"Birds, The (1963)"
340,"War, The (1994)",709,"Shine (1996)"
340,"War, The (1994)",710,"Sling Blade (1996)"
340,"War, The (1994)",726,"Grease (1978)"
340,"War, The (1994)",729,"Jaws (1975)"
340,"War, The (1994)",735,"Jerry Maguire (1996)"
340,"War, The (1994)",736,"Raising Arizona (1987)"
340,"War, The (1994)",744,"Michael (1996)"
340,"War, The (1994)",752,"Dante's Peak (1997)"
340,"War, The (1994)",767,"Liar Liar (1997)"
340,"War, The (1994)",771,"Grosse Pointe Blank (1997)"
340,"War, The (1994)",772,"Romy and Michele's High School Reunion (1997)"
340,"War, The (1994)",774,"Austin Powers: International Man of Mystery (1997)"
340,"War, The (1994)",780,"Lost World: Jurassic Park, The (1997)"
340,"War, The (1994)",781,"Con Air (1997)"
340,"War, The (1994)",783,"Batman & Robin (1997)"
340,"War, The (1994)",786,"Face/Off (1997)"
340,"War, The (1994)",787,"Men in Black (a.k.a. MIB) (1997)"
340,"War, The (1994)",788,"Contact (1997)"
340,"War, The (1994)",797,"Conspiracy Theory (1997)"
340,"War, The (1994)",805,"L.A. Confidential (1997)"
340,"War, The (1994)",808,"Game, The (1997)"
340,"War, The (1994)",811,"Ice Storm, The (1997)"
340,"War, The (1994)",812,"Chasing Amy (1997)"
340,"War, The (1994)",813,"Full Monty, The (1997)"
340,"War, The (1994)",815,"I Know What You Did Last Summer (1997)"
340,"War, The (1994)",824,"Boogie Nights (1997)"
340,"War, The (1994)",828,"Sliding Doors (1998)"
340,"War, The (1994)",830,"Truman Show, The (1998)"
340,"War, The (1994)",833,"Anastasia (1997)"
340,"War, The (1994)",838,"Deconstructing Harry (1997)"
340,"War, The (1994)",840,"Good Will Hunting (1997)"
340,"War, The (1994)",846,"Titanic (1997)"
340,"War, The (1994)",849,"Horse Whisperer, The (1998)"
340,"War, The (1994)",860,"Spice World (1997)"
340,"War, The (1994)",863,"Wedding Singer, The (1998)"
340,"War, The (1994)",865,"As Good as It Gets (1997)"
340,"War, The (1994)",876,"City of Angels (1998)"
340,"War, The (1994)",884,"Deep Impact (1998)"
340,"War, The (1994)",892,"Six Days Seven Nights (1998)"
340,"War, The (1994)",893,"Can't Hardly Wait (1998)"
340,"War, The (1994)",895,"X-Files: Fight the Future, The (1998)"
340,"War, The (1994)",896,"Dr. Dolittle (1998)"
340,"War, The (1994)",901,"Armageddon (1998)"
340,"War, The (1994)",904,"Pi (1998)"
340,"War, The (1994)",905,"There's Something About Mary (1998)"
340,"War, The (1994)",912,"West Side Story (1961)"
340,"War, The (1994)",914,"In the Heat of the Night (1967)"
340,"War, The (1994)",918,"Rocky (1976)"
340,"War, The (1994)",919,"Kramer vs. Kramer (1979)"
340,"War, The (1994)",925,"Rain Man (1988)"
340,"War, The (1994)",926,"Driving Miss Daisy (1989)"
340,"War, The (1994)",932,"Breakfast Club, The (1985)"
340,"War, The (1994)",943,"Exorcist, The (1973)"
340,"War, The (1994)",947,"Gremlins (1984)"
340,"War, The (1994)",953,"Back to the Future Part II (1989)"
340,"War, The (1994)",954,"Back to the Future Part III (1990)"
340,"War, The (1994)",958,"Bambi (1942)"
340,"War, The (1994)",965,"Saving Private Ryan (1998)"
340,"War, The (1994)",971,"Honey, I Blew Up the Kid (1992)"
340,"War, The (1994)",972,"Honey, I Shrunk the Kids (1989)"
340,"War, The (1994)",973,"Negotiator, The (1998)"
340,"War, The (1994)",974,"Parent Trap, The (1998)"
340,"War, The (1994)",983,"Jungle Book, The (1967)"
340,"War, The (1994)",984,"Lady and the Tramp (1955)"
340,"War, The (1994)",985,"Little Mermaid, The (1989)"
340,"War, The (1994)",986,"Mighty Ducks, The (1992)"
340,"War, The (1994)",988,"101 Dalmatians (One Hundred and One Dalmatians) (1961)"
340,"War, The (1994)",1007,"Indiana Jones and the Temple of Doom (1984)"
340,"War, The (1994)",1015,"Addams Family, The (1991)"
340,"War, The (1994)",1016,"Ever After: A Cinderella Story (1998)"
340,"War, The (1994)",1029,"American Tail: Fievel Goes West, An (1991)"
340,"War, The (1994)",1031,"Sixteen Candles (1984)"
340,"War, The (1994)",1039,"Rosemary's Baby (1968)"
340,"War, The (1994)",1044,"Beetlejuice (1988)"
340,"War, The (1994)",1048,"54 (1998)"
340,"War, The (1994)",1054,"Rounders (1998)"
340,"War, The (1994)",1059,"Working Girl (1988)"
340,"War, The (1994)",1061,"Say Anything... (1989)"
340,"War, The (1994)",1066,"Few Good Men, A (1992)"
340,"War, The (1994)",1067,"Indecent Proposal (1993)"
340,"War, The (1994)",1075,"Edward Scissorhands (1990)"
340,"War, The (1994)",1078,"What Dreams May Come (1998)"
340,"War, The (1994)",1087,"Practical Magic (1998)"
340,"War, The (1994)",1090,"Pleasantville (1998)"
340,"War, The (1994)",1095,"American History X (1998)"
340,"War, The (1994)",1101,"Meet Joe Black (1998)"
340,"War, The (1994)",1110,"Waking Ned Devine (a.k.a. Waking Ned) (1998)"
340,"War, The (1994)",1122,"Police Academy (1984)"
340,"War, The (1994)",1123,"Police Academy 2: Their First Assignment (1985)"
340,"War, The (1994)",1128,"Babe: Pig in the City (1998)"
340,"War, The (1994)",1135,"Prince of Egypt, The (1998)"
340,"War, The (1994)",1136,"Rushmore (1998)"
340,"War, The (1994)",1137,"Shakespeare in Love (1998)"
340,"War, The (1994)",1154,"Karate Kid, The (1984)"
340,"War, The (1994)",1158,"You've Got Mail (1998)"
340,"War, The (1994)",1161,"Patch Adams (1998)"
340,"War, The (1994)",1162,"Stepmom (1998)"
340,"War, The (1994)",1175,"Crocodile Dundee (1986)"
340,"War, The (1994)",1185,"Office Space (1999)"
340,"War, The (1994)",1200,"Analyze This (1999)"
340,"War, The (1994)",1201,"Cruel Intentions (1999)"
340,"War, The (1994)",1202,"Lock, Stock & Two Smoking Barrels (1998)"
340,"War, The (1994)",1209,"EDtv (1999)"
340,"War, The (1994)",1211,"Matrix, The (1999)"
340,"War, The (1994)",1212,"10 Things I Hate About You (1999)"
340,"War, The (1994)",1214,"Go (1999)"
340,"War, The (1994)",1220,"Election (1999)"
340,"War, The (1994)",1222,"Entrapment (1999)"
340,"War, The (1994)",1226,"Mummy, The (1999)"
340,"War, The (1994)",1228,"Star Wars: Episode I - The Phantom Menace (1999)"
340,"War, The (1994)",1230,"Superman (1978)"
340,"War, The (1994)",1240,"Notting Hill (1999)"
340,"War, The (1994)",1244,"Austin Powers: The Spy Who Shagged Me (1999)"
340,"War, The (1994)",1249,"Run Lola Run (Lola rennt) (1998)"
340,"War, The (1994)",1254,"Wild Wild West (1999)"
340,"War, The (1994)",1256,"American Pie (1999)"
340,"War, The (1994)",1257,"Arlington Road (1999)"
340,"War, The (1994)",1259,"Blair Witch Project, The (1999)"
340,"War, The (1994)",1260,"Eyes Wide Shut (1999)"
340,"War, The (1994)",1262,"Ghostbusters (a.k.a. Ghost Busters) (1984)"
340,"War, The (1994)",1267,"Deep Blue Sea (1999)"
340,"War, The (1994)",1269,"Runaway Bride (1999)"
340,"War, The (1994)",1286,"Sixth Sense, The (1999)"
340,"War, The (1994)",1294,"Airplane! (1980)"
340,"War, The (1994)",1295,"Airplane II: The Sequel (1982)"
340,"War, The (1994)",1299,"Big (1988)"
340,"War, The (1994)",1303,"Christmas Story, A (1983)"
340,"War, The (1994)",1317,"American Beauty (1999)"
340,"War, The (1994)",1334,"Boys Don't Cry (1999)"
340,"War, The (1994)",1335,"Limey, The (1999)"
340,"War, The (1994)",1339,"Ferris Bueller's Day Off (1986)"
340,"War, The (1994)",1346,"Flashdance (1983)"
340,"War, The (1994)",1355,"Home Alone 2: Lost in New York (1992)"
340,"War, The (1994)",1356,"Fight Club (1999)"
340,"War, The (1994)",1365,"Who Framed Roger Rabbit? (1988)"
340,"War, The (1994)",1371,"Being John Malkovich (1999)"
340,"War, The (1994)",1374,"Bone Collector, The (1999)"
340,"War, The (1994)",1380,"Falling Down (1993)"
340,"War, The (1994)",1391,"Dogma (1999)"
340,"War, The (1994)",1403,"Sleepy Hollow (1999)"
340,"War, The (1994)",1406,"Scrooged (1988)"
340,"War, The (1994)",1416,"Awakenings (1990)"
340,"War, The (1994)",1420,"Toy Story 2 (1999)"
340,"War, The (1994)",1425,"Green Mile, The (1999)"
340,"War, The (1994)",1426,"Cider House Rules, The (1999)"
340,"War, The (1994)",1431,"Stuart Little (1999)"
340,"War, The (1994)",1433,"Magnolia (1999)"
340,"War, The (1994)",1437,"Any Given Sunday (1999)"
340,"War, The (1994)",1438,"Man on the Moon (1999)"
340,"War, The (1994)",1439,"Galaxy Quest (1999)"
340,"War, The (1994)",1440,"Talented Mr. Ripley, The (1999)"
340,"War, The (1994)",1444,"Girl, Interrupted (1999)"
340,"War, The (1994)",1461,"Scent of a Woman (1992)"
340,"War, The (1994)",1464,"League of Their Own, A (1992)"
340,"War, The (1994)",1467,"Death Becomes Her (1992)"
340,"War, The (1994)",1473,"Buffy the Vampire Slayer (1992)"
340,"War, The (1994)",1479,"Cutting Edge, The (1992)"
340,"War, The (1994)",1488,"Whole Nine Yards, The (2000)"
340,"War, The (1994)",1491,"Wonder Boys (2000)"
340,"War, The (1994)",1501,"American Graffiti (1973)"
340,"War, The (1994)",1510,"Erin Brockovich (2000)"
340,"War, The (1994)",1512,"Thelma & Louise (1991)"
340,"War, The (1994)",1513,"Animal House (1978)"
340,"War, The (1994)",1522,"Good Morning, Vietnam (1987)"
340,"War, The (1994)",1523,"Grumpy Old Men (1993)"
340,"War, The (1994)",1536,"High Fidelity (2000)"
340,"War, The (1994)",1542,"Misery (1990)"
340,"War, The (1994)",1544,"Network (1976)"
340,"War, The (1994)",1557,"American Psycho (2000)"
340,"War, The (1994)",1569,"Gladiator (2000)"
340,"War, The (1994)",1575,"Road Trip (2000)"
340,"War, The (1994)",1608,"Gone in 60 Seconds (2000)"
340,"War, The (1994)",1619,"Me, Myself & Irene (2000)"
340,"War, The (1994)",1622,"Perfect Storm, The (2000)"
340,"War, The (1994)",1626,"Scary Movie (2000)"
340,"War, The (1994)",1627,"But I'm a Cheerleader (1999)"
340,"War, The (1994)",1629,"Footloose (1984)"
340,"War, The (1994)",1630,"X-Men (2000)"
340,"War, The (1994)",1640,"Coyote Ugly (2000)"
340,"War, The (1994)",1641,"Hollow Man (2000)"
340,"War, The (1994)",1650,"Naked Gun: From the Files of Police Squad!, The (1988)"
340,"War, The (1994)",1653,"Bring It On (2000)"
340,"War, The (1994)",1656,"Almost Famous (2000)"
340,"War, The (1994)",1657,"Dancer in the Dark (2000)"
340,"War, The (1994)",1663,"Meet the Parents (2000)"
340,"War, The (1994)",1664,"Requiem for a Dream (2000)"
340,"War, The (1994)",1667,"Billy Elliot (2000)"
340,"War, The (1994)",1669,"Pay It Forward (2000)"
340,"War, The (1994)",1671,"Charlie's Angels (2000)"
340,"War, The (1994)",1680,"How the Grinch Stole Christmas (a.k.a. The Grinch) (2000)"
340,"War, The (1994)",1683,"Unbreakable (2000)"
340,"War, The (1994)",1684,"Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)"
340,"War, The (1994)",1694,"Snatch (2000)"
340,"War, The (1994)",1695,"Chocolat (2000)"
340,"War, The (1994)",1698,"Pollock (2000)"
340,"War, The (1994)",1699,"What Women Want (2000)"
340,"War, The (1994)",1701,"Gift, The (2000)"
340,"War, The (1994)",1702,"Cast Away (2000)"
340,"War, The (1994)",1703,"Family Man, The (2000)"
340,"War, The (1994)",1704,"Miss Congeniality (2000)"
340,"War, The (1994)",1705,"O Brother, Where Art Thou? (2000)"
340,"War, The (1994)",1706,"State and Main (2000)"
340,"War, The (1994)",1708,"Traffic (2000)"
340,"War, The (1994)",1709,"Shadow of the Vampire (2000)"
340,"War, The (1994)",1732,"Mexican, The (2001)"
